English,Danish
This has chipped away at the results that regional policy has produced.,Dette har tæret på resultaterne fra regionalpolitikken.
"In the future, we must also develop indicators so that measures can be targeted at the right time at the right place.",Fremover skal også udviklingen af indikatorer overvejes for at kunne foretage de rette foranstaltninger på rette tid og sted.
"For example, uncontrolled migration has not been given sufficient consideration.",Der er f.eks. ikke taget tilstrækkelig hensyn til den ukontrollerede befolkningsbevægelse.
"In this connection, too, weight has to be given to the decisive importance of SMEs as employers and forces behind regional development.","Også i denne forbindelse er der grund til at fremhæve den afgørende betydning, små og mellemstore virksomheder har som beskæftiger og motor for den regionale udvikling."
It is absolutely essential that companies in areas developing more slowly adopt the latest technology and know-how.,"Det er uhyre vigtigt, at den nyeste teknik og knowhow overføres til anvendelse i virksomheder i de regioner, som udvikles langsommere."
Our Group is in favour of adopting this report.,Vores gruppe er for godkendelse af denne betænkning.
"Mr President, Commissioner, the European Union' s regional policy has, until now, not been able to interpret, in any significant way, the existing differences in our inhabitants' incomes.","Hr. formand, hr. kommissær, ærede kolleger, Det Europæiske Fællesskabs regionalpolitik har endnu ikke formået at ændre signifikant på de eksisterende indkomstforskelle pr. indbygger."
"We have a serious situation in which in the European Union today, there is a genuine link between unemployment and poverty, as demonstrated by the very worrying fact that unemployment has reached, on average, 23.7% in the regions worst affected, regions which also happen to be poor areas, whilst in the 25 regions with the lowest unemployment, corresponding to the richer areas, unemployment stands at just 4%.","Situationen er alvorlig, eftersom der i dag inden for selve Den Europæiske Union er en tydelig sammenhæng mellem arbejdsløshed og fattigdom, som det påvises af den meget bekymrende kendsgerning, at arbejdsløsheden i gennemsnit berører 23,7% af de regioner, der er hårdest ramt af dette problem, og som samtidig er fattige regioner, mens der i de 25 regioner, der har mindst arbejdsløshed, og som er de rigeste, er en arbejdsløshed på under 4%."
"Given this situation, the report approved by Parliament must highlight the need for measures that aim unequivocally to fight relative poverty and unemployment: measures such as the appropriate use of structural funds for these purposes, which are often misspent, with centralised state policies and the modernisation of telecommunication and communication systems, with the particular aim of integrating the least developed regions into the Trans-European rail Networks, which are due in 2007.","I lyset af denne situation bør det i den betænkning, som Parlamentet vedtager, klart fremgå, at der er behov for foranstaltninger, der udelukkende skal anvendes til at bekæmpe den arbejdsløshedsrelaterede fattigdom."
"There should also be measures that respect and develop the resources and capabilities of these countries' agriculture and fisheries, which are often harmed by the European Union' s own insensitive policies, as well as the promotion of active policies to create jobs, particularly for women and young people.","Foranstaltninger som f.eks. en ordentlig anvendelse af strukturfondene, som ofte bortødsles, med centraliserede statslige politikker, modernisering af telekommunikationen og trafikforbindelserne, især ved at inddrage de mindre udviklede områder i de transeuropæiske jernbanenet inden for en tidshorisont, som hedder 2007, respekten for og udviklingen af ressourcerne og af landbrugs- og fiskerimulighederne i disse lande, som ofte rammes af Den Europæiske Unions ufølsomme politikker, fremme af aktive jobskabelsespolitikker, især til kvinder og unge."
"Only through the decisive application of this kind of measure will we be able to overcome social and regional inequality, which is not the historical product of inherent defects but of marginalisation and economic policies which have had harmful effects.","Kun ved en målrettet anvendelse af denne type foranstaltninger vil man kunne afskaffe den sociale og regionale ulighed, som ikke er det historiske resultat af uundgåelige skavanker, men slet og ret af marginalisering og af økonomiske politikker med negative følgevirkninger."
"Mr President, Commissioner, Mr Berend' s report is precisely in line with the strategy determined by the European Commission inasmuch as the question of increasing competitiveness is brought right to the fore.","Hr. formand, hr. kommissær, den foreliggende betænkning af Berend følger præcis den strategi, som Europa-Kommissionen har fastlagt, idet spørgsmålet om at forbedre konkurrenceevnen absolut sættes i fokus."
"The overarching objectives of the structural funds such as job creation, boosting equality of opportunity, increasing the sustainability of employment and development, are only mentioned in passing.","Den omfattende målsætning med strukturfondene, som f.eks. mere beskæftigelse, større garanti for lige muligheder, forøgelse af langtidsbeskæftigelsen og udvikling, nævnes kun i forbigående."
This attitude appears to me to be unjustified. I would also ask that a great deal more emphasis be placed on these points in the seventh periodic report.,"Denne synsvinkel forekommer mig uberettiget, og jeg vil anmode om, at disse punkter bliver udtrykt meget stærkere i den syvende periodiske rapport."
"This does not mean that I do not see the need for competitiveness, particularly as I myself am an entrepreneur in an Objective 1 Region, that is in Brandenburg in the Federal Republic of Germany, and am only too aware of the problems and concerns of small and medium-sized enterprises.","Det betyder ikke, at jeg ikke kan se nødvendigheden af en styrkelse af konkurrenceevnen, så meget desto mere som jeg selv er erhvervsdrivende i et mål 1-område, det vil sige i Brandenburg i Forbundsrepublikken Tyskland, og derfor kender de små og mellemstore virksomheders bekymringer og nød meget vel."
