Danish,English
"Den forskningsvirksomhet som har vært drevet i 50 år, med «Det etterliknende eksperiment» som en viktig nyskapning, har gitt ny konkret kunnskap om vikingtidens båtbygging, seilmakeri og seilas, og lagt grunnen for mange nye tanker om vikingtidens samfunn.","Research carried out for 50 years with ‘the replicating experiment' as a vital innovation has given us new concrete knowledge of Viking Age boatbuilding, sail-making and navigation and has laid the foundation for many new theories about Viking Age society."
"Den forskningsvirksomhet som har vært drevet i 50 år, med «Det etterliknende eksperiment» som en viktig nyskapning, har gitt ny konkret kunnskap om vikingtidens båtbygging, seilmakeri og seilas, og lagt grunnen for mange nye tanker om vikingtidens samfunn.","Research carried out for 50 years with ‘the replicating experiment’ as a vital innovation has given us new concrete knowledge of Viking Age boatbuilding, sail-making and navigation and has laid the foundation for many new theories about Viking Age society."
"Forskningskoordinator,",Research coordinator
"Udforskningen af et skibsfund er derfor ikke afsluttet, før også analysen af skibets livshistorie er skrevet.",Research into a wreck is therefore not complete before the life story of the ship has been written.
"Ved at granske de bevarede spor af værktøjsbrug på det originale træ kan man se, at øksen har været det vigtigste redskab til kløvning af træstammer, til tilhugning af planker og alle øvrige skibsdele.","Research into the traces left by tools in the original wood confirmed that the most important tool for cleaving tree trunks, and hewing planks and all other ship's parts, was the axe."
Forskningsprojekter fra 1957,Research projects from 1957
Forskning og moderne eventyr,Reserch and modern adventure
Nulstil kodeord Nulstil kodeord,Reset Password Reset Password
Dyb respekt for vikingerne,Respect for the Vikings
"Hviletid og ventedage medtages i opgørelsen, hvilket gør det muligt at vurdere den samlede rejsetid.","Rests and delays are included in the calculations, which will make it possible to estimate the total journey time."
Resultatet af studierne er publiceret internationalt og har inspireret forskere i mange lande til at følge eksemplet.,Results of these studies were published internationally and inspired scholars in many countries to make an effort and follow this example.
Retur- og fortrydelsesret:,Return policy and right of cancellation:
For året efter at sejle tilbage til Danmark.,Returning to Denmark the year after.
"De handlende mødtes på den permanent anlagte markedsplads, som var omgivet af en grøft eller et hegn, så kongens repræsentant bedre kunne styre opkrævningen af afgifter af de udenlandske handelsmænd.","Ribe was a town that, without doubt, was visited by many strangers, among these also people speaking another language, selling foreign goods, having different customs and of other religions."
Byens forsvar,Ribe's fortification
"Rig på kamperfaring og penge vendte han tilbage til Skandinavien i 1046, hvor han hurtigt blev en del af de hjemlige forviklinger.",Rich in combat experience and wealth he returned to Scandinavia n 1046 where he was quick to play his part in the local entanglements.
Rigning og indsejling af Oseberg-rekonstruktionen Saga Oseberg,Rigging and sailing the Oseberg reconstruction Saga Oseberg
Oprigning og søsætning,Rigging up and launch
Aktuelt på værftet: Teinæring - en stor færøbåd,Right now at the boatyard: The Faroe Boat
Aktuelt på Vikingeskibsmuseets bådeværftet,Right now at the Viking Ship Museums Boatyard
Lige nu befinder skibet sig i Sprangereid lige nord for Lindesnes - Norges sydligste punkt.,Right now the Sea Stallion is in Sprangereid just north of Lindesnes - the southern parts of Norway.
"Lige ved siden af kan du prøve kræfter med den svære kunst at hugge med økse, kløve små stammer og afprøve bådebyggernes mange forskellige stykker værktøj under kyndig vejledning af museets håndværksformidlere.","Right now, you can have a taste of boatbuilding life and work with axes, drills and many other exciting tools from the boatbuilders tool box."
Lige nu får du chancen for selv at lave hjemmebrændt trætjære.,"Right now, you have the chance to produce the protective tar."
Lige nu får du chancen for at prøve livet som bådebygger.,"Right now, you have the chance to try life as a boatbuilder."
Lige nu får du chancen for at prøve livet som sømand.,"Right now, you have the chance to try life as a sailor."
Helt op til afslutningen af sejlskibstiden undgik man at sejle gennem Pentland Firth.,"Right up to the demise of sailing ships, sailing through the Pentland Firth was avoided if possible."
"Rikke er leder af kommunikation, markedsføring og salg på museet.","Rikke is leader for communication, marketing and sales at the museum."
Ringnål og Kam,Ringed Pin and Comb
"River Cottage fladbrød bagt på spelt- og kastanjemel, fennikel og mjød.","River Cottage flat bread baked in spelled flour and chestnut flour, fennel and mead."
River Cottage om bord på Havhingsten,River Cottage on board The Sea Stallion
River Cottage om bord på Havhingsten.,River Cottage on board the Sea Stallion
River Cottage ombord på Havhingsten,River Cottage on board the Sea Stallion
"Desuden tilbereder River Cottage gutefårene, som kendes fra vikingetiden, hvor vikingerne bl.","River Cottage will also prepare Gute sheep, which are known from the Viking Age."
Veje lukkes af,Road blocks
Roar Ege lænser på Roskilde Fjord,Roar Ege before the wind on Roskilde Fjord
Roar Ege skal på pension,Roar Ege enters into retirement
"Roar Ege har gennemgået flere større reparationer – senest i 2014, hvor stringeren, mange jernnagler og en del bordtræ blev udskiftet.","Roar Ege has undergone several major phases of repair – most recently in 2014 when the stringer, many of the iron rivets and sections of the planking material were replaced."
Roar Ege er en rekonstruktion af Skuldelev 3 og har været aktivt sejlende siden 1984.,Roar Ege is a reconstruction of Skuldelev 3 and has sailed actively since 1984.
Roar Ege kan ses i Museumshavnen.,Roar Ege is lying in the Museum Harbour.
"Det kan godt være at Roar Ege er blevet pensioneret, men det eksperimentalarkæologiske forskningsprogram fortsætter.",Roar Ege may have entered into retirement but the programme of experimental archaeological research continues.
Roar Ege blev søsat i 1984 og den havgående del af det arkæologiske eksperiment var begyndt.,Roar Ege was launched in 1984 and the seaborne part of the archaeological experiment could begin.
Roar Ege blev testet i Isefjordens yderbredning og i indsejlingen til fjorden ud for Hundested.,Roar Ege was tested in the outer part of Isefjord and in the entrance to the fjord off Hundested.
"Roar Ege var det første af Skuldelevskibene, der blev rekonstrueret, og den blev søsat i 1984.",Roar Ege was the first of the Skuldelev ships to be reconstructed and was launched in 1984.
"Stegespid og lignende skal altid være af helt frisk træ, f.eks. hassel.","Roasting spits and the like should be of completely fresh wood, for example hazel."
Smøg ærmerne op og rør ved fortiden!,Roll up your sleeves and touch the past!
"Reb af kohalehår, dækhår fra får eller hår fra gris (bustreip) har også været anvendt.","Rope made of cow tail hair, the coarse hair from sheep fleece or pig hair (bustreip) has also been used."
Rebslagning er en helt afgørende del af bådebygningsprocessen.,Ropemaking is an essential part of the boatbuilding process.
"Rebslagning er et af de ældste håndværk i verden, og mange af de teknikker og værktøj som bruges på museets rebslagningsværksted i dag, har ikke ændret sig væsentligt siden vikingetiden.",Ropemaking is one of the oldest crafts in the world and many of the techniques and tools used at the Museum's ropemaking workshop today have remained relatively unchanged since the Viking Age.
"Rebslagning er et af de ældste håndværk i verden, og mange af de teknikker og værktøj som bruges på museets rebslagningsværksted i dag, har ikke ændret sig væsentligt siden vikingetiden.",Ropemaking is one of the oldest crafts in the world and many of the techniques and tools used at the Museum’s ropemaking workshop today have remained relatively unchanged since the Viking Age.
Rebslagning - Prøv selv,Ropemaking – try it yourself
Rebslagning/træskærerdage - kom og vær med!,Ropemaking/woodcarving - come join us!
"Tovværket blev fremstillet af tjæret hamp fra hampeplanten eller manilla, fremstillet af bladfibre fra bananpalmen.","Ropes would have been made of tarred hemp or from manilla, a product made from the leaf fibres of the banana palm."
Rosenberg konstaterede et 10-12 m2 stort område med rustspor og enkelte bevarede rustskaller af små sammenføjede jernringe.,"Rosenberg identified an area of 10-12 m2 with traces of rust and a few surviving rust flakes from small, linked iron rings."
"Rosenbergs rekonstruktion af båden byggede alene på iagttagelserne af det bevarede primærmateriale, men han kunne konstatere, at resultatet havde betydelig lighed med flere af skibsbillederne på Bohuslens helleristninger.","Rosenberg's reconstruction of the boat was based on his observations of the surviving primary material alone, but he also noted that the resulting shape is very similar to several ship representations on rock carvings in Bohuslän, Sweden."
T. Roskilde,Roskilde
Roskilde - Norge - Orkney øerne - Vestskotland - Det Irske Hav.,Roskilde - Norway - the Orkneys - western Scotland - the Irish Sea.
"Roskilde 2007, 216 sider.","Roskilde 2007, 216 pages."
"Roskilde 2018. 100 sider, rigt illustreret paperback, ISBN 978-87-85180-73-5.","Roskilde 2018. 100 pages, richly illustrated soft cover, ISBN 978-87-85180-73-5."
Roskilde 6 under udgraving i 1997,Roskilde 6 during excavation in 1997.
Roskilde 6 under udgravning i 1997,Roskilde 6 during excavation in 1997.
Udgravningsplan over Roskilde 6.,Roskilde 6 excavation plan.
"Roskilde 7 er vraget af et klinkbygget fartøj, som synes forlist af ukendte årsager på ca. 2 meter vand på reden udenfor Roskilde.","Roskilde 7 is the wreck of a clinker-built vessel, which seems to have sunk for unknown reasons in approximately 2 metres of water on the roads just outside Roskilde."
"Roskilde 8 er vraget af et klinkbygget fartøj, som synes forlist af ukendte årsager på ca. 3m vand på reden udenfor Roskilde.","Roskilde 8 is the wreck of a clinker-built vessel, which seems to have sunk for unknown reasons in approximately 3 metres of water on the roads just outside Roskilde."
